,hoax,link,timestamp
484,"URGENTE. LÍDERES DOS CAMINHONEIROS AVISAM, E PEDEM PARA TODOS OS CIDADÃOS BRASILEIROS, ESTOCAREM ALIMENTOS EM CASA E ENCHEREM O TANQUE DOS SEUS CARROS, NOS PRÓXIMOS 3 DIAS, POIS GOVERNO VETA AS PROPOSTA FEITA POR PRESIDENTE E NOVA PARALISAÇÃO VAI SER FEITA JUNTO COM TODA POPULAÇÃO BRASILEIRA. DESTA VEZ O BRASIL PARA DE VEZ. NOVA PARALISAÇÃO ACONTECERA DE DOMINGO PARA SEGUNDA DIA 4 de junho – 2018 Pessoal vamos apenas descarregar nossos caminhões e retornar pra nossas casas, Se preparem pois até amanhã a noite, o Brasil vai parar novamente não carreguem seus caminhões. Será paralização total. Se vc concorda repassem para o máximo dos grupos que vcs tiverem, SÓ ASSIM VCS CONSEGUEM FAZER A DIFERENÇA A reivindicação será diesel 2.99 Frete mínimo E reajuste somente após o mandato do próximo presidente. COMPARTILHEM VARIAS VEZES, PRA VÁRIOS GRUPOS",https://www.boatos.org/brasil/caminhoneiros-nova-paralisacao-lideres.html,2018-05-31 22:22:44
485,"SOFÁS, PLANTAS E 100% VIP, O AVIÃO DE LUXO QUE LEVOU A SELEÇÃO PARA LONDRES CUSTOU R$500 MIL POR PESSOA. INDAGADO SE A VULTOSA QUANTIA, PAGA COM O DINHEIRO PÚBLICO, NÃO INCOMODAVA AOS JOGADORES, DIANTE DA IMENSA CRISE PELA QUAL PASSA O BRASIL, NEYMAR RESPONDEU QUE JÁ GASTOU MAIS DO QUE ISSO COM O SEU CACHORRO.",https://www.boatos.org/esporte/aviao-selecao-brasileira-dinheiro-publico.html,2018-05-31 15:50:06
486,"MILITAR É INCOMPETENTE DEMAIS – Arnaldo Jabor Militar é incompetente demais!!! Militares, nunca mais! Ainda bem que hoje tudo é diferente, temos um Pais sério, honesto e progressista. Cresce o grupo que não quer mais ver militares no poder, pelas razões abaixo. Militar no poder, nunca mais. Só fizeram lambanças. Tiraram o cenário bucólico que havia na Via Dutra de uma só pista, que foi duplicada e recebeu melhorias; acabaram aí com as emoções das curvas mal construídas e os solavancos estimulantes provocados pelos buracos na pista. Não satisfeitos, fizeram o mesmo com a rodovia Rio-Juiz de Fora. Com a construção da ponte Rio-Niterói, acabaram com o sonho de crescimento da pequena Magé, cidade nos fundos da Baía de Guanabara, que era caminho obrigatório dos que iam de um lado ao outro e não queriam sofrer na espera da barcaça que levava meia dúzia de carros. Criaram esse maldito do Proálcool, com o medo infundado de que o petróleo vai acabar um dia.[...]",https://www.boatos.org/politica/arnaldo-jabor-militar-incompetente.html,2018-05-31 14:05:40
487,"Enquanto isso, um verdadeiro caos, uma infinidade de juízes e desembargadores do TJDFT estão recebendo agora em folha suplementar de maio a bagatela de R$ 437.773,00 a título de auxílio moradia atrasado, todos possuidores de mansão, casa ou apartamento próprio no DF. Enquanto rola a greve dos caminhoneiros, cada juiz do TJDFT está recebendo retroativo de auxílio moradia no valor de apenas 440 mil (folha de pagamento de maio)!",https://www.boatos.org/politica/juizes-tjdft-auxilio-moradia.html,2018-05-30 17:39:52
488,"Intervenção Militar – Forças Armadas do Brasil – Revolução Brasileira. Sem maiores transtornos, declaramos vago à Presidência da Republica do Brasil, assim suspendemos o Congresso Nacional e afastamos todos de suas funções de Ministros do Supremo e partir de zero hora na data de 30/05/2018. Com isso assume o Governo do BRASIL as forças armadas e Junta Militar que governará até o dia 31 de Dezembro de 2018. Desde então todos os partidos são extintos, e é banido definitivamente com legitimidade e ideologias totalitárias. Políticos ativos que não possuam nenhuma restrição de corrupção poderão se associar para uma nova escala de fórmula partidária que será desenvolvida. Fazemos isso a pedido da Nação Brasileira. General: Villas Boas. Brasileiros e brasileiras. Aqui quem fala com vocês o general-de-exército do Brasil, Eduardo Villas Bôas. Somos unidos a semana inteira para se tratar da crise dos caminhoneiros, junto ao Almirante de esquadra da Marinha Eduardo Ferreira e o tenente-brigadeiro-do-ar da Aeronáutica do Brasil Nivaldo Postado. A Constituição Brasileira artigo 142 dá ao presidente poder sobre as Forças Armadas. No entanto, esse presidente que instituiu se institui através de um golpe e não do povo e, atendendo ao clamor Popular, nós decidimos que nós iremos tomar uma decisão. O que estamos pedindo para você é que essa quarta-feira dia 30 de maio às 5 horas da tarde em todas as capitais brasileiras, vocês saiam uma rua e peçam pela intervenção militar. No dia 31 a partir das 8 horas da manhã nós iremos intervir. Nós iremos institui o presidente junto com o Congresso Nacional e judiciário. Devido à corrupção que se instalou nesse país, faremos um governo interino e garantiremos a ordem e a segurança. Pedimos aos brasileiros paciência porque não sabemos certo quanto tempo esse governo interino vai durar. Porém, nós não faremos golpe. Convocaremos novas eleições. Peço ajuda a todos os brasileiros e que Deus nos abençoe.",https://www.boatos.org/politica/villas-boas-intervencao-convoca-povo.html,2018-05-30 15:54:14
489,"ISSO A GLOBO NAO MOSTRA. Confirmado. caminheiro é morto a tiro de borracha pela PRF. Caminhoneiro morre com bala explosiva n BR 101 Ai galera vamos divulgar! Polícia Rodoviária Federal em.ato criminoso matou um motorista de caminhão em paralização dos caminhoneiros na BR 101 próxima a Santo Antônio de Jesus-Ba. Olhe como está sendo o tratamento com os caminhoneiros Tá confirmada a morte de Um Caminhoneiro aí na 101. A Polícia Rodoviária Federal deu tiro de bala de borracha, pegou no pescoço do cara, matou. Agora que a disgraça vai pegar. E aí eu quero ver se eles vão comer gasolina. Por que comida não passa mais. Porque agora mais nada. Vai travar tudo tudo tudo tudo tudo. Vai travar. É ordem agora. Vai travar tudo, até carro de passeio não passa mais nada agora. Nem oxigênio, não passa mais nada.",https://www.boatos.org/brasil/caminhoneiro-morto-bala-borracha-prf.html,2018-05-30 13:23:36
491,"RECEBI DE UM AMIGO, CARLOS MARUN, Ministro-Chefe da Secretaria de Governo da Presidência do Brasil, o mesmo COMEMORA EM TOM DE DEBOCHE, A POSSÍVEL VITÓRIA SOBRE OS CAMINHONEIROS DE TODO BRASIL!!! AVOR COMPARTILHAR O MÁXIMO POSSÍVEL",https://www.boatos.org/politica/carlos-marun-danca-debocha-caminhoneiros.html,2018-05-30 01:28:55
492,"Boa noite a paz do senhor a todos. Estou no Hospital para restauração de plantão e quero comunicar um fato que ocorreu no hospital. Uma criança, de mais ou menos três anos deu entrada no Hospital da Restauração com queixa de abdômen distendido e fomos chamados para ver respirador para essa criança. Quando chegou lá, em resumo, essa criança comeu ovo de cobra pensando que era misturado no ovo codorna. Estava com a família na praia, ela tem 3 anos e estava com família na praia e comeu o ovo de cobra pensando que era ovo de codorna. Essa criança veio a falecer, portanto tenham cuidado com aquele saquinho de ovo de codorna, qualquer dúvida entre no Google e veja o ovo de cobra como parece com o ovo de codorna. Viu isso é um alerta para as mães, para as mães e para os adultos também. Agradeço.",https://www.boatos.org/brasil/crianca-morre-ovo-cobra.html,2018-05-29 23:32:17
494,"Boa noite. Olha. Não tem como nós seguirmos acompanhando apenas os telejornais dos canais de televisão aberta do Brasil que estão dando uma versão do que está acontecendo hoje, que é uma versão vendida. O senhor William Bonner e muitos outros apresentadores da Globo, da Record, de todos os canais de televisão do Brasil e são enganados quanto à pauta. A pauta não é greve dos caminhoneiros. Não existem sindicatos promovendo a greve ou não. É uma paralisação organizada por sindicatos ou por partes Ou por quem quer que seja. Os caminhoneiros... eles são representantes do povo brasileiro. Os que tiveram coragem de enfrentar essa cambada de Cafajeste de Brasília, nós, a população brasileira, somos 99% homens e mulheres, crianças, adolescentes, jovens, adultos e idosos, somos Roubados todos os dias de maneira indiscriminada e o maior ladrão desse país de todos os tempos senhor Michel Temer",https://www.boatos.org/brasil/emilio-dalcoquio-video-greve-povo.html,2018-05-29 16:30:51
495,Gente tá tendo o maior quebra pau na Câmara. O temer a pedido do rodrigo maia acabou de decretar estado de sítio. Os deputados estão saindo na porrada. A TV não tá passando. Assistam o vídeo . O exército foi convocado.,https://www.boatos.org/politica/temer-rodrigo-maia-estado-sitio.html,2018-05-29 12:54:12
496,"O governo determinou a paralisação do Whatsapp hoje as 23hs pra dificultar a comunicação dos caminhoneiros com a paralisação. Seu aparelho vai pedir atualização, pois não atualize, ele vai bloquear de imediato. Repassem urgente!!",https://www.boatos.org/tecnologia/governo-paralisacao-whatsapp-hoje.html,2018-05-29 01:26:27
497,"Vejam o que o cantor Lulu Santos escreveu hoje no Jornal Diário de São Paulo SOBRE O INSS. Cantor de MPB em Carta publicada no Jornal Diário de São Paulo. Hoje, vendo pessoas morrendo em filas de Hospitais, bandidos matando por R$ 10,00 e pessoas andando feito zumbis nas ruas por causa das drogas, adolescentes que não sabem quanto é 6 x 8, meninas de 14 anos parindo filhos sem pais, toda a classe política desse país esfregando a bandalheira na nossa cara e desfilando uma incompetência absurda, o nosso país sendo ridicularizado por tantos escândalos... Eu peço perdão ao Brasil pela porcaria que fiz... Deveria ter ficado em casa quieto ao invés de ir às ruas. Lutei pra que? Pra ver corrupto no poder fazendo manobras pra se manter no poder e por quê agora estamos quietos? Cade você nas ruas? Esqueçam cor de bandeiras. Vamos nos unir e lutar por um só motivo: nossos direitos. SOMOS mais de trinta milhões de aposentados! Não podemos admitir: Policial R$ 3.660,00 para arriscar a vida; Bombeiro R$ 3.960,00 para salvar vidas; Professor R$ 2.200,00 para preparar para a vida; Médico R$ 9.260,00 para manter a vida; E o Deputado Federal? R$ 26.700,00 (Salário) R$ 94.300,00 (Verba de Gabinete) R$ 53.400,00 (Auxílio Paletó) R$ 5.000,00 (Combustível) R$ 22.000,00 (Auxílio Moradia) R$ 59.000,00 (Passagens Aéreas) R$ 17.997,00 (Auxílio Saúde) R$ 12.100,00 (Auxílio Educação) R$ 16.400,00 (Auxílio Restaurante) R$ 13.400,00 (Auxílio Cultural) Auxílio Dentista Auxílio Farmácia E outros, para LASCAR as nossas vidas! E o trabalhador R$ 937,00 para sustentar a família. Será que o problema do Brasil são os trabalhadores? Os aposentados? Publique!!! Se você repassar para somente 2 amigos nas primeiras horas, em 28 horas toda a população brasileira vai tomar conhecimento deste ABSURDO.",https://www.boatos.org/entretenimento/lulu-santos-carta-ao-diario-inss.html,2018-05-28 19:31:04
498,"Gente. Eu tô aqui em Bangu. Tá uma correria. Tá um arrastão. Pessoal entrou dentro do mercado do Assaí. Fizeram um arrastão, tão saqueando tudo. Saquearam o Assaí, saquearam o Guanabara, o Inter. Pessoal tava entrando no shopping. Tava uma correria. Não vem pra Bangu. Mandaram compartilhar nos grupos. Quem puder, compartilha. Não vem pra Bangu. Arrastão geral em Bangu (Zona Oeste do RJ), supermercados Açaí e Guanabara nas fotos. Está perigosa a área.",https://www.boatos.org/brasil/arrastao-bangu-guanabara-assai.html,2018-05-28 15:25:48
499,"EM TUBARÃO,SANTA CATARINA...POLCIA RODOVIÁRIA FEDERAL SOBREVOA PROTESTO COM SOM DO HINO NACIONAL BRASILEIRO.  Helicóptero da PRF para sobre região em que caminhoneiros estão desde segunda feira parados em luta pelos brasileiros e coloca o Hino Nacional em sinal de apoio nas caixas de som da aeronave !! Você não vai ver isso na Globo pois governo está comprando as pautas de todos os jornais para tentar colocar o povo contra os caminhoneiros !",https://www.boatos.org/brasil/helicoptero-hino-caminhoneiros-greve.html,2018-05-28 14:35:42
500,"Espalhem esse áudio que vazou do FDP do ministro Carlos Marum.   Ministro Carlos Marum tem audio vazado ... escutem...e compartilhem...  Espalhem esse áudio que vazou do  do ministro Carlos Marum junto a Rede Globo ....um absurdo   AUDIO DO MINISTRO CARLOS MARUM. VEJA COMO A POLITICA DE HOJE E PODRE. Transcrição: Claudião. Só não vaza esse áudio, por favor. A jogada que eles fizeram aqui no Planalto era a seguinte: como eu tinha te falado que esses dias, o governo tem um acordo com a Globo para empurrar com a barriga até às eleições. Tu sabe né. Pois é. Isso porque que nas eleições quem vai ganhar é o Meireles. Claro que vai ganhar porque as urnas são fraudadas. Isso tu também já sabia. Só que com essa greve dos caminhoneiros, o Villas Bôas chegou e falou para o Temer assim: não dá mais pra segurar. 50% dos generais já estão contra o teu governo. Se essa greve durar até domingo, segunda-feira tu vai ter que renunciar. Simplesmente só deu o recado. Não deixou o Temer responder e ficou por isso aí.  E aí qual foi a ideia daquele burro do Padilha? Pega uns cara que se dizem do movimento, junta eles para fazer a reunião, todo mundo assina o acordo, chama só a Globo e diz que a greve acabou e pronto. Com isso, ele achou que a população vai ver que a greve acabou e o exigir que os caminhoneiros voltem a trabalhar normalmente. A ideia parecia boa, só que tem um problema: o acordo é muito estúpido e mesmo se os cabeças do movimento assinassem aquele documento, os caminhoneiros não iriam aceitar porque não adianta tirar 10, 20, 30, 50 centavos do diesel se na Bolívia o nosso combustível não passa de R$ 2. É lógico que os caras não iriam cair nesta historinha. Agora o Temer mandou o exército para desobstruir as estradas, mas o problema é a paralisação. Não é a obstrução. Diante disso o exército não pode obrigar os caminhoneiros a trabalharem, pode apenas obrigar a desobstruir as estradas. Vou te falar uma coisa esse governo já caiu, meu amigo. Claudião, só não vaza se áudio por favor.",https://www.boatos.org/politica/carlos-marun-audio-temer-cair.html,2018-05-28 02:00:57
